Master,Protein FDR Confidence: Combined,Accession,Gene Symbol,Description,# Peptides,# PSMs,"Abundance Ratio: (BLL, Diseased) / (BLL, Normal)","Abundance Ratio: (PLL, Diseased) / (BLL, Diseased)","Abundance Ratio: (PLL, Normal) / (BLL, Normal)","Abundance Ratio: (PLL, Diseased) / (PLL, Normal)","Abundance Ratio (log2): (BLL, Diseased) / (BLL, Normal)","Abundance Ratio (log2): (PLL, Diseased) / (BLL, Diseased)","Abundance Ratio (log2): (PLL, Normal) / (BLL, Normal)","Abundance Ratio (log2): (PLL, Diseased) / (PLL, Normal)","Abundance Ratio P-Value: (BLL, Diseased) / (BLL, Normal)","Abundance Ratio P-Value: (PLL, Diseased) / (BLL, Diseased)","Abundance Ratio P-Value: (PLL, Normal) / (BLL, Normal)","Abundance Ratio P-Value: (PLL, Diseased) / (PLL, Normal)","Abundances (Grouped): BLL, Diseased","Abundances (Grouped): BLL, Normal","Abundances (Grouped): PLL, Diseased","Abundances (Grouped): PLL, Normal","Abundances (Grouped) Count: BLL, Diseased","Abundances (Grouped) Count: BLL, Normal","Abundances (Grouped) Count: PLL, Diseased","Abundances (Grouped) Count: PLL, Normal","Abundances (Normalized): F1: Sample, BLL, Diseased","Abundances (Normalized): F3: Sample, BLL, Diseased","Abundances (Normalized): F5: Sample, BLL, Diseased","Abundances (Normalized): F7: Sample, BLL, Diseased","Abundances (Normalized): F9: Sample, BLL, Diseased","Abundances (Normalized): F2: Sample, BLL, Normal","Abundances (Normalized): F4: Sample, BLL, Normal","Abundances (Normalized): F6: Sample, BLL, Normal","Abundances (Normalized): F8: Sample, BLL, Normal","Abundances (Normalized): F10: Sample, BLL, Normal","Abundances (Normalized): F11: Sample, PLL, Diseased","Abundances (Normalized): F13: Sample, PLL, Diseased","Abundances (Normalized): F15: Sample, PLL, Diseased","Abundances (Normalized): F17: Sample, PLL, Diseased","Abundances (Normalized): F19: Sample, PLL, Diseased","Abundances (Normalized): F12: Sample, PLL, Normal","Abundances (Normalized): F14: Sample, PLL, Normal","Abundances (Normalized): F16: Sample, PLL, Normal","Abundances (Normalized): F18: Sample, PLL, Normal","Abundances (Normalized): F20: Sample, PLL, Normal","Abundance: F1: Sample, BLL, Diseased","Abundance: F3: Sample, BLL, Diseased","Abundance: F5: Sample, BLL, Diseased","Abundance: F7: Sample, BLL, Diseased","Abundance: F9: Sample, BLL, Diseased","Abundance: F2: Sample, BLL, Normal","Abundance: F4: Sample, BLL, Normal","Abundance: F6: Sample, BLL, Normal","Abundance: F8: Sample, BLL, Normal","Abundance: F10: Sample, BLL, Normal","Abundance: F11: Sample, PLL, Diseased","Abundance: F13: Sample, PLL, Diseased","Abundance: F15: Sample, PLL, Diseased","Abundance: F17: Sample, PLL, Diseased","Abundance: F19: Sample, PLL, Diseased","Abundance: F12: Sample, PLL, Normal","Abundance: F14: Sample, PLL, Normal","Abundance: F16: Sample, PLL, Normal","Abundance: F18: Sample, PLL, Normal","Abundance: F20: Sample, PLL, Normal",Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Unique Peptides,# AAs,MW [kDa],calc. pI,# Peptides (by Search Engine): Sequest HT,Biological Process,Cellular Component,Pfam IDs,Entrez Gene ID,Gene ID,Ensembl Gene ID,Reactome Pathways,WikiPathways,# Protein Pathway Groups,# Razor Peptides,"Abundances (Grouped) CV [%]: BLL, Diseased","Abundances (Grouped) CV [%]: BLL, Normal","Abundances (Grouped) CV [%]: PLL, Diseased","Abundances (Grouped) CV [%]: PLL, Normal","Found in Sample: F1: Sample, BLL, Diseased","Found in Sample: F3: Sample, BLL, Diseased","Found in Sample: F5: Sample, BLL, Diseased","Found in Sample: F7: Sample, BLL, Diseased","Found in Sample: F9: Sample, BLL, Diseased","Found in Sample: F2: Sample, BLL, Normal","Found in Sample: F4: Sample, BLL, Normal","Found in Sample: F6: Sample, BLL, Normal","Found in Sample: F8: Sample, BLL, Normal","Found in Sample: F10: Sample, BLL, Normal","Found in Sample: F11: Sample, PLL, Diseased","Found in Sample: F13: Sample, PLL, Diseased","Found in Sample: F15: Sample, PLL, Diseased","Found in Sample: F17: Sample, PLL, Diseased","Found in Sample: F19: Sample, PLL, Diseased","Found in Sample: F12: Sample, PLL, Normal","Found in Sample: F14: Sample, PLL, Normal","Found in Sample: F16: Sample, PLL, Normal","Found in Sample: F18: Sample, PLL, Normal","Found in Sample: F20: Sample, PLL, Normal",# Protein Groups,Modifications,Checked,"Abundance Ratio Variability [%]: (BLL, Diseased) / (BLL, Normal)","Abundance Ratio Variability [%]: (PLL, Diseased) / (BLL, Diseased)","Abundance Ratio Variability [%]: (PLL, Normal) / (BLL, Normal)","Abundance Ratio Variability [%]: (PLL, Diseased) / (PLL, Normal)",Score Sequest HT: Sequest HT,Molecular Function,Phospho (S; T; Y) Count,Phospho (S; T; Y) Positions
Master Protein,Medium,Q9H8H0,NOL11,Nucleolar protein 11 OS=Homo sapiens OX=9606 GN=NOL11 PE=1 SV=1,1,1,100,0.815,100,0.377,6.64,-0.29,6.64,-1.41,1.00E-17,8.76E-01,1.00E-17,5.26E-01,5.59E+04,,4.56E+04,1.21E+05,2,,1,1,,,,4.47E+04,7.00E+04,,,,,,,,,4.56E+04,,,,1.21E+05,,,,,,4.47E+04,3.61E+03,,,,,,,,,6.14E+03,,,,8.57E+02,,,0.015,FALSE,2.119,2,1,719,81.1,6.07,1,RNA metabolism OR transcription;other metabolic processes;other biological processes,nucleus,"Pf08168, Pf20998",25926,B7Z5V9; hsa:25926; Q7L5S1; Q9H8H0; Q9UG18,ENSG00000130935,Major pathway of rRNA processing in the nucleolus and cytosol; rRNA modification in the nucleus and cytosol,,2,0,31.22,,,,n/a,n/a,n/a,High,Peak Found,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,n/a,n/a,n/a,Peak Found,n/a,n/a,1,,FALSE,,33.56,,0,0,,0,
Master Protein,High,Q8WTT2,NOC3L,Nucleolar complex protein 3 homolog OS=Homo sapiens OX=9606 GN=NOC3L PE=1 SV=1,1,4,100,0.01,,,6.64,-6.64,,,1.00E-17,1.00E-17,,,2.61E+05,,,,1,,,,,,,2.61E+05,,,,,,,,,,,,,,,,,,,,2.61E+05,,,,,,,,,,,,,,,,,0,FALSE,8.155,3,1,800,92.5,9.17,1,DNA metabolism;other metabolic processes;other biological processes,mitochondrion;nucleus,"Pf03914, Pf07540",64318,hsa:64318; Q8WTT2; Q9H5M6; Q9H9D8,ENSG00000173145,,,0,0,,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,,FALSE,,,,,14.23,other molecular function,0,
Master Protein,High,Q9UI30,TRMT112,Multifunctional methyltransferase subunit TRM112-like protein OS=Homo sapiens OX=9606 GN=TRMT112 PE=1 SV=1,1,2,100,0.01,100,0.01,6.64,-6.64,6.64,-6.64,1.00E-17,1.00E-17,1.00E-17,1.00E-17,3.30E+05,,,9.61E+05,2,,,3,,,,1.77E+05,6.17E+05,,,,,,,,,,,9.61E+05,1.65E+05,,,1.73E+06,,,,1.77E+05,3.18E+04,,,,,,,,,,,1.87E+03,4.65E+04,,,1.84E+04,0.001,FALSE,3.716,11,1,125,14.2,5.26,1,cell organization and biogenesis;protein metabolism;RNA metabolism OR transcription;other metabolic processes;other biological processes,cytosol;nucleus;other cell component,Pf03966,51504,B2R539; hsa:51504; J3KNG5; Q3MHC7; Q8N2Z4; Q9UI30,ENSG00000173113,rRNA modification in the nucleus and cytosol; tRNA modification in the nucleus and cytosol; Methylation; Eukaryotic Translation Termination,,4,0,78.42,,,82.09,n/a,n/a,n/a,High,Peak Found,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,High,n/a,Peak Found,Peak Found,n/a,n/a,Peak Found,1,,FALSE,,,,,6.87,other molecular function,0,
Master Protein,High,Q9Y3A6,TMED5,Transmembrane emp24 domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TMED5 PE=1 SV=1,2,4,100,0.475,,100,6.64,-1.07,,6.64,1.00E-17,6.31E-01,,1.00E-17,1.05E+06,,5.01E+05,,1,,2,,,,,1.05E+06,,,,,,,,,4.80E+05,5.23E+05,,,,,,,,,,1.05E+06,,,,,,,,,3.90E+03,7.05E+04,,,,,,,0,FALSE,9.367,23,2,229,26,4.84,2,cell organization and biogenesis;transport,other membranes;ER/Golgi;other cell component,Pf01105,50999,B1AKT4; B2R703; D3DT38; hsa:50999; Q96AX8; Q9Y3A6,ENSG00000117500,WNT ligand biogenesis and trafficking,,1,0,,,6.19,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,High,n/a,n/a,n/a,n/a,n/a,n/a,1,,FALSE,,6.5,,,15.74,,0,
Master Protein,High,Q6P1L8,MRPL14,"39S ribosomal protein L14, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL14 PE=1 SV=1",1,4,100,0.999,100,2.001,6.64,0,6.64,1,1.00E-17,6.56E-01,1.00E-17,3.74E-01,3.82E+05,,3.82E+05,1.71E+05,1,,4,2,,,,3.82E+05,,,,,,,,2.77E+05,1.92E+05,5.26E+05,5.33E+05,,2.65E+05,,1.11E+05,,,,,3.82E+05,,,,,,,,1.24E+04,1.56E+03,7.09E+04,1.33E+04,,7.44E+04,,2.59E+03,,0.001,FALSE,3.816,7,1,145,15.9,10.24,1,protein metabolism;other metabolic processes,other membranes;mitochondrion;translational apparatus,Pf00238,64928,B2R575; hsa:64928; Q6P1L8; Q96Q72,ENSG00000180992,Mitochondrial translation initiation; Mitochondrial translation elongation; Mitochondrial translation termination,,3,0,,,45.54,57.95,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,Peak Found,High,Peak Found,n/a,High,n/a,Peak Found,n/a,1,,FALSE,,49.13,,53.79,9.56,other molecular function,0,
Master Protein,High,P28906,CD34,Hematopoietic progenitor cell antigen CD34 OS=Homo sapiens OX=9606 GN=CD34 PE=1 SV=2,1,1,100,2.999,,100,6.64,1.58,,6.64,1.00E-17,6.12E-02,,1.00E-17,1.02E+05,,5.85E+05,,2,,3,,,2.09E+05,,4.94E+04,,,,,,,,6.63E+04,,5.85E+05,6.73E+05,,,,,,,7.95E+02,,4.94E+04,,,,,,,,2.96E+03,,7.88E+04,1.67E+04,,,,,,0.001,FALSE,3.287,5,1,385,40.7,7.37,1,cell adhesion;cell-cell signaling;cell cycle OR cell proliferation;cell organization and biogenesis;stress response;developmental processes;signal transduction;other biological processes,non-structural extracellular;plasma membrane;other membranes;other cytoplasmic organelle;other cell component,Pf06365,947,A8K664; hsa:947; P28906; Q15970; Q15971; Q5JTA3; Q5JTA4; Q9UJB1,ENSG00000174059,,Cell lineage map for neuronal differentiation,1,0,87.38,,74.26,,n/a,Peak Found,n/a,Peak Found,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,n/a,High,Peak Found,n/a,n/a,n/a,n/a,n/a,1,,FALSE,,107.27,,,3.06,other molecular function,0,
Master Protein,High,A0A994J6T1,RAC1,Rac family small GTPase 1 OS=Homo sapiens OX=9606 GN=RAC1 PE=4 SV=1,4,20,100,0.058,,100,6.64,-4.1,,6.64,1.00E-17,7.49E-03,,1.00E-17,1.78E+05,,1.04E+04,,2,,2,,,,,4.97E+05,6.40E+04,,,,,,,8.49E+03,,,1.27E+04,,,,,,,,,4.97E+05,3.30E+03,,,,,,,3.79E+02,,,3.15E+02,,,,,,0,FALSE,13.603,19,1,225,24.8,7.94,4,signal transduction,,,,A0A994J6T1,ENSG00000136238,,Nucleotide-binding oligomerization domain (NOD) pathway; Target of rapamycin signaling; Microtubule cytoskeleton regulation; Spinal cord injury; RAC1/PAK1/p38/MMP2 pathway; Hepatitis C and hepatocellular carcinoma; Chemokine signaling pathway; Microglia pathogen phagocytosis pathway; Robo4 and VEGF signaling pathways crosstalk; PI3K-Akt signaling pathway; MET in type 1 papillary renal cell carcinoma; Chromosomal and microsatellite instability in colorectal cancer ; Ebola virus infection in host; Ras signaling; Pancreatic adenocarcinoma pathway; Ciliary landscape; Cell migration and invasion through p75NTR; Melanoma; 2q13 copy number variation syndrome; 2q21.1 copy number variation syndrome; 2q37 copy number variation syndrome; Genetic causes of porto-sinusoidal vascular disease; 13q12.12 copy number variation; HDAC6 interactions in the central nervous system; GNAQ pathways in port-wine stain; DNA damage response (only ATM dependent),26,0,109.14,,28.08,,n/a,n/a,n/a,High,Peak Found,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,n/a,n/a,Peak Found,n/a,n/a,n/a,n/a,n/a,1,,FALSE,,147.14,,,45.51,other molecular function,0,
Master Protein,High,Q8NBQ5,,Estradiol 17-beta-dehydrogenase 11 OS=Homo sapiens OX=9606 GN=HSD17B11 PE=1 SV=3,2,2,100,0.268,,100,6.64,-1.9,,6.64,1.00E-17,3.03E-01,,1.00E-17,1.47E+05,,3.94E+04,,1,,3,,,,,1.47E+05,,,,,,,,4.65E+04,,3.94E+04,1.46E+04,,,,,,,,,1.47E+05,,,,,,,,2.08E+03,,5.31E+03,3.63E+02,,,,,,0,FALSE,4.388,11,2,300,32.9,9.07,2,,,,,,,,,0,0,,,49.98,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,n/a,Peak Found,Peak Found,n/a,n/a,n/a,n/a,n/a,1,,FALSE,,22.65,,,4.97,,0,
Master Protein,High,E5RGU8,CA1,Carbonic anhydrase 1 (Fragment) OS=Homo sapiens OX=9606 GN=CA1 PE=1 SV=1,4,47,100,0.01,100,0.01,6.64,-6.64,6.64,-6.64,1.00E-17,1.00E-17,1.00E-17,1.00E-17,4.55E+06,,,3.25E+06,1,,,2,,,,,4.55E+06,,,,,,,,,,,,,1.25E+06,,8.49E+06,,,,,2.35E+05,,,,,,,,,,,,,8.82E+03,,9.03E+04,0,FALSE,22.933,45,1,99,11.2,6.37,4,,,Pf00194,,E5RGU8,ENSG00000133742,,,0,0,,,,105.24,n/a,n/a,n/a,n/a,Peak Found,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,High,n/a,High,1,,FALSE,,,,,124.68,other molecular function,0,
Master Protein,High,Q14573,ITPR3,"Inositol 1,4,5-trisphosphate receptor type 3 OS=Homo sapiens OX=9606 GN=ITPR3 PE=1 SV=2",6,13,100,0.5,,100,6.64,-1,,6.64,1.00E-17,7.17E-01,,1.00E-17,9.42E+04,,4.71E+04,,1,,1,,,,,9.42E+04,,,,,,,,4.71E+04,,,,,,,,,,,,9.42E+04,,,,,,,,2.10E+03,,,,,,,,,0,FALSE,17.762,3,4,2671,303.9,6.48,6,transport;signal transduction;other biological processes,plasma membrane;other membranes;cytosol;ER/Golgi;nucleus;other cell component,"Pf00520, Pf01365, Pf02815, Pf08454, Pf08709",3710,hsa:3710; Q14573; Q14649; Q5TAQ2,ENSG00000096433,"Effects of PIP2 hydrolysis; Role of phospholipids in phagocytosis; FCERI mediated Ca+2 mobilization; FCGR3A-mediated IL10 synthesis; Antigen activates B Cell Receptor (BCR) leading to generation of second messengers; Sensory perception of sweet, bitter, and umami (glutamate) taste; Ion homeostasis; Glucagon-like Peptide-1 (GLP1) regulates insulin secretion; Ca2+ pathway; VEGFR2 mediated cell proliferation; Elevation of cytosolic Ca2+ levels; PLC beta mediated events; DAG and IP3 signaling; CLEC7A (Dectin-1) induces NFAT activation",Alzheimer's disease and miRNA effects; Myometrial relaxation and contraction pathways; MFAP5-mediated ovarian cancer cell motility and invasiveness; GPR40 pathway; Vitamin D-sensitive calcium signaling in depression; Airway smooth muscle cell contraction; Pleural mesothelioma; Alzheimer's disease; GDNF signaling; Calcium regulation in cardiac cells,25,0,,,,,n/a,High,n/a,High,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,n/a,High,n/a,n/a,High,n/a,n/a,n/a,1,,FALSE,,0,,,29.07,transporter activity;other molecular function,0,
Master Protein,High,Q5QJE6,DNTTIP2,Deoxynucleotidyltransferase terminal-interacting protein 2 OS=Homo sapiens OX=9606 GN=DNTTIP2 PE=1 SV=2,3,3,100,0.542,,100,6.64,-0.88,,6.64,1.00E-17,8.45E-01,,1.00E-17,4.20E+04,,2.28E+04,,1,,1,,,,,4.20E+04,,,,,,,,,,2.28E+04,,,,,,,,,,4.20E+04,,,,,,,,,,3.07E+03,,,,,,,0,FALSE,7.369,6,3,756,84.4,6.16,3,RNA metabolism OR transcription;other metabolic processes;other biological processes,nucleus;other cell component,Pf08698,30836,hsa:30836; Q12987; Q53H59; Q5QJE6; Q5TFJ4; Q6TLI0; Q76MJ8; Q86WX9,ENSG00000067334,,,0,0,,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,n/a,n/a,n/a,n/a,Peak Found,n/a,1,,FALSE,,0,,,9.03,,0,
Master Protein,High,Q05048,CSTF1,Cleavage stimulation factor subunit 1 OS=Homo sapiens OX=9606 GN=CSTF1 PE=1 SV=1,5,10,100,0.799,100,0.614,6.64,-0.32,6.64,-0.7,1.00E-17,8.34E-01,1.00E-17,7.75E-01,1.78E+05,,2.57E+05,3.02E+05,5,,2,3,1.38E+05,1.78E+05,4.80E+04,8.75E+05,1.11E+06,,,,,,,,1.35E+05,4.90E+05,,3.02E+05,,,2.30E+05,4.22E+05,5.47E+02,6.77E+02,4.69E+02,8.75E+05,5.72E+04,,,,,,,,1.10E+03,6.60E+04,,5.88E+02,,,5.38E+03,4.49E+03,0,FALSE,19.047,18,5,431,48.3,6.58,5,RNA metabolism OR transcription;other metabolic processes,nucleus,"Pf00400, Pf16699",1477,hsa:1477; Q05048; Q5QPD8,ENSG00000101138,mRNA 3'-end processing; RNA Polymerase II Transcription Termination; Processing of Intronless Pre-mRNAs,mRNA processing,5,0,103.56,,80.23,30.5,Peak Found,Peak Found,Peak Found,High,High,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,High,n/a,Peak Found,n/a,n/a,Peak Found,Peak Found,1,,FALSE,,54.62,,59.17,33.15,,0,
Master Protein,High,Q15061,WDR43,WD repeat-containing protein 43 OS=Homo sapiens OX=9606 GN=WDR43 PE=1 SV=3,2,4,100,2.106,100,1.508,6.64,1.07,6.64,0.59,1.00E-17,2.61E-01,1.00E-17,5.53E-01,3.11E+04,,6.59E+04,4.34E+04,2,,3,2,,,,4.98E+04,1.94E+04,,,,,,,,6.59E+04,9.97E+04,4.30E+04,,9.16E+04,,2.06E+04,,,,,4.98E+04,1.00E+03,,,,,,,,5.35E+02,1.34E+04,1.07E+03,,2.57E+04,,4.82E+02,,0,FALSE,4.599,4,2,677,74.8,5.57,2,RNA metabolism OR transcription;other metabolic processes;other biological processes,nucleus;other cell component,"Pf00400, Pf04003",23160,hsa:23160; Q15061; Q15395; Q92577,ENSG00000163811,Major pathway of rRNA processing in the nucleolus and cytosol; rRNA modification in the nucleus and cytosol,,2,0,62.14,,40.97,89.47,n/a,n/a,n/a,High,Peak Found,n/a,n/a,n/a,n/a,n/a,Peak Found,Peak Found,Peak Found,High,Peak Found,n/a,High,Peak Found,Peak Found,Peak Found,1,,FALSE,,71.31,,89.77,8.2,other molecular function,0,
Master Protein,High,Q96QK1,VPS35,Vacuolar protein sorting-associated protein 35 OS=Homo sapiens OX=9606 GN=VPS35 PE=1 SV=2,1,4,100,1.118,100,0.677,6.64,0.16,6.64,-0.56,1.00E-17,5.37E-01,1.00E-17,8.55E-01,2.08E+05,,2.32E+05,3.43E+05,2,,2,2,,,,1.19E+05,3.64E+05,,,,,,,,,4.48E+05,1.20E+05,,2.55E+05,,4.61E+05,,,,,1.19E+05,1.88E+04,,,,,,,,,6.04E+04,2.99E+03,,7.18E+04,,1.08E+04,,0,FALSE,8.352,2,1,796,91.6,5.49,1,cell-cell signaling;cell organization and biogenesis;transport;signal transduction;other biological processes,other membranes;cytosol;other cytoplasmic organelle;other cell component,Pf03635,55737,hsa:55737; Q561W2; Q96QK1; Q9H016; Q9H096; Q9H4P3; Q9H8J0; Q9NRS7; Q9NVG2; Q9NX80; Q9NZK2,ENSG00000069329,WNT ligand biogenesis and trafficking,,1,0,71.82,,81.57,40.53,n/a,n/a,n/a,High,Peak Found,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,High,Peak Found,n/a,High,n/a,High,n/a,1,,FALSE,,59.81,,77.95,19.22,signal transduction activity or receptor binding,0,
Master Protein,High,Q96ME1,FBXL18,F-box/LRR-repeat protein 18 OS=Homo sapiens OX=9606 GN=FBXL18 PE=1 SV=3,1,1,100,0.097,,100,6.64,-3.36,,6.64,1.00E-17,4.74E-02,,1.00E-17,7.55E+04,,7.36E+03,,3,,1,,,,1.03E+05,1.85E+04,7.55E+04,,,,,,,,,7.36E+03,,,,,,,,,1.01E+03,1.85E+04,3.89E+03,,,,,,,,,9.91E+02,,,,,,,0,FALSE,5.036,3,1,718,78.9,8.27,1,protein metabolism;other metabolic processes,cytosol;other cell component,"Pf12937, Pf19729",80028,A0A024R857; B3KTC9; B4DH63; H0Y6I6; hsa:80028; Q96ME1; Q9BR90; Q9BTC7; Q9HAK7,ENSG00000155034,Antigen processing: Ubiquitination & Proteasome degradation; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; Neddylation,,3,0,65.56,,,,n/a,n/a,Peak Found,High,Peak Found,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,n/a,n/a,n/a,n/a,n/a,n/a,1,,FALSE,,53.77,,,3.01,,0,
Master Protein,High,O43676,NDUFB3,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 OS=Homo sapiens OX=9606 GN=NDUFB3 PE=1 SV=3,1,2,100,0.571,100,1.842,6.64,-0.81,6.64,0.88,1.00E-17,8.10E-01,1.00E-17,4.69E-01,4.64E+05,,2.65E+05,1.44E+05,3,,3,1,,4.64E+05,2.52E+05,1.06E+06,,,,,,,,2.65E+05,1.93E+05,,5.16E+05,,,,1.44E+05,,,1.76E+03,2.46E+03,1.06E+06,,,,,,,,1.18E+04,1.57E+03,,1.28E+04,,,,3.37E+03,,0.001,FALSE,3.907,11,1,98,11.4,9.2,1,cell organization and biogenesis;other metabolic processes;transport,other membranes;mitochondrion,Pf08122,4709,hsa:4709; O43676; Q6IB80,ENSG00000119013,Complex I biogenesis,Electron transport chain: OXPHOS system in mitochondria; Nonalcoholic fatty liver disease,4,0,70.97,,52.26,,n/a,Peak Found,Peak Found,High,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,Peak Found,n/a,Peak Found,n/a,n/a,n/a,Peak Found,n/a,1,,FALSE,,67.61,,40.32,4.55,transporter activity,0,
Master Protein,High,Q8WVM8,SCFD1,Sec1 family domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SCFD1 PE=1 SV=4,5,7,100,0.596,100,1.06,6.64,-0.75,6.64,0.08,1.00E-17,8.46E-01,1.00E-17,8.21E-01,2.86E+05,,2.33E+05,4.25E+05,4,,4,2,,1.38E+06,2.96E+05,2.76E+05,1.73E+05,,,,,,,3.57E+04,1.79E+05,3.03E+05,3.45E+05,2.65E+05,6.81E+05,,,,,5.23E+03,2.89E+03,2.76E+05,8.95E+03,,,,,,,1.59E+03,1.45E+03,4.09E+04,8.57E+03,5.17E+02,1.91E+05,,,,0,FALSE,21.925,13,5,642,72.3,6.27,5,stress response;transport;other biological processes,plasma membrane;other membranes;cytosol;ER/Golgi,Pf00995,23256,A8K2Z5; B7Z4U7; B7Z594; hsa:23256; O60754; O94990; Q7Z529; Q8WVM8; Q9BZI3; Q9UNL3; Q9Y6A8,ENSG00000092108,COPII-mediated vesicle transport; RHOA GTPase cycle,,2,0,106.75,,64.53,62.11,n/a,Peak Found,Peak Found,High,Peak Found,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,Peak Found,High,Peak Found,Peak Found,High,n/a,n/a,n/a,1,,FALSE,,79.1,,93.19,21.11,other molecular function,0,
Master Protein,High,Q5JSP0,FGD3,"FYVE, RhoGEF and PH domain-containing protein 3 OS=Homo sapiens OX=9606 GN=FGD3 PE=1 SV=1",1,1,100,0.853,100,0.122,6.64,-0.23,6.64,-3.03,1.00E-17,7.56E-01,1.00E-17,1.02E-01,2.22E+05,,1.90E+05,1.55E+06,1,,3,1,,2.22E+05,,,,,,,,,1.90E+05,8.67E+04,,3.19E+05,,,,1.55E+06,,,,8.45E+02,,,,,,,,,1.13E+03,3.87E+03,,4.30E+04,,,,1.10E+04,,,0.002,FALSE,2.793,2,1,725,79.4,6.15,1,cell organization and biogenesis;other biological processes,cytosol;cytoskeleton;ER/Golgi;other cell component,"Pf00169, Pf00621, Pf01363",89846,F8W7P2; hsa:89846; Q4VX84; Q5JSP0; Q7Z7D9; Q8N5G1,ENSG00000127084,CDC42 GTPase cycle; NRAGE signals death through JNK; G alpha (12/13) signalling events,,3,0,,,58.72,,n/a,Peak Found,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,Peak Found,n/a,High,n/a,n/a,n/a,Peak Found,n/a,n/a,1,,FALSE,,60.22,,60.22,2.32,enzyme regulator activity;other molecular function,0,
Master Protein,High,O60220,TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A OS=Homo sapiens OX=9606 GN=TIMM8A PE=1 SV=1,1,4,100,2.466,,100,6.64,1.3,,6.64,1.00E-17,8.50E-02,,1.00E-17,2.84E+05,,7.00E+05,,2,,2,,,,,4.60E+05,1.75E+05,,,,,,,2.97E+05,,1.65E+06,,,,,,,,,,4.60E+05,9.04E+03,,,,,,,1.32E+04,,2.23E+05,,,,,,,0,FALSE,8.818,15,1,97,11,5.16,1,cell organization and biogenesis;transport;developmental processes,other membranes;mitochondrion,Pf02953,1678,B2R5A6; O60220; Q6IRW6,ENSG00000126953,Mitochondrial protein import,,1,0,63.37,,98.39,,n/a,n/a,n/a,High,Peak Found,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,n/a,High,n/a,n/a,n/a,n/a,n/a,n/a,1,,FALSE,,88.65,,,16.85,other molecular function,0,
